BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_CR_LINES,DEBT_TO_INCOME
0,20000,29400,52000,11.2,0,0,219.1333333,13,36.70020735
0,20000,132436,180000,22,0,0,221.1666667,24,37.63153812
0,20000,39000,62000,6,0,0,170.4333333,27,24.5671876
1,20000,161000,204000,5,3,7,205.9333333,25,26.14486956
1,20000,60336,132430,25,1,0,258.6666667,21,39.41004864
1,20000,151982,102269,11.2,2,5,146.5,43,31.30028092
1,20000,78500,109725,9.8,0.2,1,117.6666667,30,37.08226074
1,20000,104000,139900,15,1,1,95.36666667,49,34.79605425
1,20000,16000,87300,28,1,6,232.3333333,21,34.55135534
1,20000,14361,50000,11.2,0,1,216.0666667,10,21.88476362
1,20000,143000,185625,1.5,2,3,73.03333333,11,43.44258532
1,20000,21300,308600,2,1,0,274.9,30,28.52991024
1,20000,11000,75000,7,1,3,267.8333333,23,39.11130338
1,20000,116932,138072,19,0,0,171.4666667,23,32.96452923
1,20000,87800,163800,14,2,6,244.0666667,25,34.48557432
1,20000,86019,94350,3.7,0,1,119.7,16,39.77645431
1,20000,142500,190000,0.2,2,4,313.5333333,18,39.97247438
1,20000,107000,146400,0.1,0,2,234.3333333,32,39.29233604
1,20000,77900,105400,4,0,0,110.6,17,37.80674361
0,20000,23140,47548,1,0.2,0.5,322.0045958,24,35.45950962
0,20000,27782,58313,16,0,0,185.1706372,20,38.68480699
0,20000,74074.7,78232,2,0,0,399.7418818,23,23.94885433
0,20000,22036,51068,25,0,2,210.7198667,25,29.16004451
0,20000,28440,91704,10,0,0,143.6374388,20,30.20689334
0,20000,9722,173518,21,0,0,89.21195484,20,31.12087741
0,20000,74074.7,130063,2,0,0,323.9019547,21,32.31441938
0,20000,129682,180746,24,0.2,4,322.2002586,27,30.89117139
0,20100,78915,119400,18,0,0,232.8267062,30,36.64867972
0,20100,14749,74584,11.2,0,0,252.6059316,22,38.80187707
0,20100,38614,56295,3,1,0.5,132.6165215,11,25.7926535
0,20100,20153,94279,21,0,0,227.1825172,40,36.6966301
0,20100,74074.7,22971,5,0,0,102.7266545,18,18.50780264
0,20100,70491,100797,11.2,2,0,247.0372719,14,40.27214938
1,20100,16755,29412,3,1,0,62.0501108,21,58.1321829
0,20100,62661,87329,18,0,0,198.3413433,22,32.83817817
0,20100,36486,46883,3,0,0.5,117.783379,10,24.85145676
0,20100,54257,68830,10,0,0,201.0564204,41,37.18018131
0,20100,45764,79967,11.2,0.2,0.5,179.2,21.3,38.64772791
0,20100,59726,79982,8,1,0,74.21075866,28,36.84692179
0,20100,57192,82870,5,0.2,0.5,91.70143677,7,36.6352308
0,20100,104183,139637,10,0,0,162.0041808,23,34.62420281
0,20100,171132,201214,11,0,0,250.9230696,38,25.96553266
0,20100,84965,110676,18,0,0,244.02973,30,38.62783022
0,20200,105278,180304,6,0,0,218.6578187,24,41.80676309
0,20200,25956,92553,7,0,0,156.2693203,21,28.2904395
0,20200,125647,166423,1,0.2,0,395.1487613,51,36.13250999
0,20200,74074.7,72469,8,0,0,120.303257,5,20.50577116
0,20200,35819,49843,4,0,0.5,121.1022295,11,27.0375129
0,20200,51588,121752,14,0,0,253.2489667,20,26.43068063
0,20200,45088,65211,10,0,2,118.5696695,22,43.45451215
1,20200,33000,62400,1,0,0,123.8,2,35.70244661
0,20200,51449,69060,2,0,0,216.218081,12,33.33358202
0,20200,74074.7,68031,6,0,0,120.593465,4,18.32048799
0,20200,34676,62987,1,0,0,112.7990866,17,22.09304595
0,20200,41479,70102,5,0,0,172.9117149,26,33.83467117
1,20200,82181,119535,41,0,0,105.2192968,28,52.73486061
0,20200,130401,171686,7,0,0,178.9425448,38,20.32713791
0,20300,59809,107994,15,0,3,263.9912932,36,26.50856379
0,20300,71387,107363,4,0,0,219.8747302,13,29.5672214
0,20300,37056,55027,11.2,0,0,223.5536916,13,40.32604931
0,20300,36360,57905,11.2,0,0,214.9704843,12,39.26309424
0,20300,153896,200279,7,0,0,179.2,16,29.07518765
0,20300,21281,90551,22,0,0,219.0882238,41,37.15549756
1,20300,63803,89079,21,0,4,323.8085733,28,45.8759169
1,20300,66667,92158,9,3,1,174.8921056,64,40.545681
0,20300,94781,125948,12,0.2,0.5,148.6556875,24,33.18367731
0,20300,13838,30813,0,0,0,39.64588729,3,29.98518301
0,20400,173975,219297,12,0,0,198.5572405,32,40.7848993
0,20400,29985,54038,15,0,0,177.5936728,20,35.55430368
0,20400,86559,123114,9,0,0,280.7932257,16,34.43917111
0,20400,99781,128452,23,0,0,265.9508455,16,33.79937887
0,20400,153958,195834,9,0,0,179.2,15,31.13462438
0,20400,68928,98587,13,0,0,153.5781354,13,36.17609184
0,20400,38267,68684,12,0,1,121.4533629,22,42.20643322
0,20400,81823,114832,18,0,0,234.3920415,31,35.20581884
0,20400,52109,100316,0,0,4,166.9381999,46,35.52622751
0,20500,82638,109915,11.2,0,0,176.3666652,25,37.86483283
0,20500,64123,103728,8,0.2,1,112.5822669,17,35.84627282
1,20500,25984,95541,28,1,5,248.4048782,21,17.80584889
0,20500,37437,65004,1,0,0,120.4267161,17,22.52545512
0,20500,86236,138729,11,0,0,97.86217257,14,38.6994411
1,20500,113963,131135,3,1,0,243.6806039,26,143.949605
0,20500,74074.7,130396,0,0,0,305.6564224,21,31.58225278
0,20500,173061,220886,13,0,0,213.9143599,32,43.79573429
0,20500,47130,66415,4,0,0,170.9255245,26,33.58241575
0,20500,41899,65418,12,0,2,113.4824598,22,43.20659883
0,20500,169689,198931,9,0,0,258.6200419,37,26.36612627
0,20500,67852,97944,14,0,0,141.0053448,14,36.6093894
0,20500,59969,90311,5,0.2,0.5,151.5753417,15,36.50493346
0,20500,53438,118731,14,0,0,258.5210694,20,26.14692719
0,20500,183000,230000,2,0,0,288.8666667,27,37.94058809
0,20500,89269,132500,11.2,0,0,203.9,21,31.8442427
1,20500,52031,64975,2.5,1,3,105.5333333,33,33.33203317
0,20500,80441,100505,7,0,0,87.44666334,23,38.49506596
0,20500,76620,185666,8,0,0,360.6400541,16,33.75431861
1,20500,106839,144460,13,1,1,107.6713817,49,39.68708944
1,20500,85884,103546,5,9,0,39.98582958,16,34.06826893
0,20500,64113,98322,16,0,0,634.4618926,23,19.57431626
0,20600,67086,108006,6,0.2,1,116.3286575,18,36.96632523
0,20600,91180,98088,2,1,0,125.6768499,20,36.53740053
0,20600,69949,101807,3,0,0,218.390939,13,30.2712393
0,20600,74828,106493,5,1,0,204.0744093,12,30.22295994
0,20600,74074.7,24894,3,0,0,90.91493176,18,22.03357993
0,20600,44826,66226,13,0,1,120.4332624,22,40.91194986
0,20600,35530,105838,7,0,0,106.162918,15,32.09386652
0,20600,91183,138268,12,0,0,113.1666358,15,41.20785574
1,20600,52946,83558,0,0,0,65.88287939,10,65.14359346
0,20600,62531,96584,1,0,0,146.839968,21,33.94558615
1,20600,48500,72000,17,0,0,179.2,0,36.07961199
0,20600,32439,55024,0,0.2,0.5,302.7839495,24,35.38837972
0,20600,79590,106014,11.2,0,0,180.0541538,25,40.69308168
0,20600,138918,175989,5,0.2,0.5,189.9559195,42,40.86267837
0,20600,74074.7,28635,5,0,0,102.9868632,18,19.44718515
0,20600,147855,125839,4,1,0,97.10958363,34,29.69750665
0,20700,80124,99938,7,0,0,69.32471958,24,38.67963357
0,20700,110307,140902,13,0,1,243.3239163,24,41.3367401
0,20700,71408,103991,4,0,0,208.3517505,12,31.32739444
0,20700,100778,142271,11.2,0.2,0.5,179.2,21.3,39.98309593
0,20700,41000,65000,26,0,0,305.2666667,32,35.94353704
0,20700,74074.7,64980,6,0,0,112.6358603,5,17.69314418
0,20700,61710,86749,2,0,0,114.0118385,16,40.76214878
0,20700,107766,146937,12,0,2,223.1378975,24,42.54727476
0,20700,72698,96691,11.2,2,0,233.5953067,13,42.62634036
0,20700,140776,183621,7,0,0,315.3743912,17,43.85601978
0,20700,69810,100756,3,0,0,213.7282918,13,32.87190897
0,20700,32817,101720,5,0,0,132.9409379,15,31.60621741
1,20800,70758,102269,0,4,2,107.5333333,19,36.33377969
1,20800,176235,209695,9,3,0,159.7067703,25,38.59193997
0,20800,155315,192038,11,0.2,0.5,114.4821976,23,29.89157194
0,20800,56364,115760,16,0,0,261.8140558,19,24.79795817
0,20800,77885,98188,4,0,0,50.29354716,23,38.12040471
0,20800,107787,182140,7,0,0,214.3305682,23,41.92846949
0,20800,156393,199881,7,0,0,179.2,16,30.92340746
0,20800,51562,99997,1,0,4,168.3145771,47,35.23139271
0,20800,29503,54923,11.2,0,0,215.4807143,12,38.73213217
0,20800,150507,126763,4,0,0,102.4223879,33,31.990311
0,20800,107379,147014,10,0,0,161.5374824,22,31.92532942
0,20800,74074.7,26732,6,0,0,103.0311295,19,21.30427209
0,20800,74074.7,74486,6,0,0,407.5856237,24,22.16287266
0,20800,27453,49041,0,0.2,0.5,296.3963289,24,37.06995687
0,20800,63764,97090,1,0,0,63.24887692,23,34.59966898
0,20800,58440,99244,1,0,4,174.9585772,46,37.48854569
0,20800,74074.7,78483,2,0,0,412.0148731,23,21.94584905
0,20800,74074.7,130472,1,0,0,308.410354,21,29.66545241
0,20800,96994,140564,13,0,0,169.6871574,25,33.5250643
0,20800,56597,79582,9,1,0,67.69193855,27,36.06123372
0,20900,30517,58756,11.2,0,0,222.0379946,12,40.42166884
0,20900,71972,101745,6,0,0,67.32456202,23,38.51325618
0,20900,111464,144487,11,0,1,206.6773533,25,40.06547716
0,20900,16174,34886,1,0,0,52.30365625,4,29.7527322
0,20900,74074.7,74233,6,0,0,123.1148817,4,20.78174123
0,20900,127077,204192,13,0,0,181.6508803,22,34.58958143
0,20900,59228,92224,1,0,0,157.0711836,21,37.67720937
0,20900,39244,55582,5,1,0.5,120.2198845,10,26.22575883
0,20900,63038,86870,3,0,0,113.6988334,16,38.73252181
1,20900,55000,79900,2.5,0,0,45.63113553,14,36.090784
0,20900,69233,105434,11.2,2,0,242.1642572,13,40.16365053
0,20900,60553,91364,1,0,0,75.56380333,22,37.41120065
1,20900,122807,150896,5,0,0,123.4795377,13,30.4244811
1,20900,61402,88659,9,3,0,164.2489323,63,40.92143334
0,20900,62615,87904,5,0.2,0.5,177.8648492,15,36.83107615
0,20900,133213,174787,26,0.2,4,332.0828264,27,32.34639883
0,20900,74074.7,73849,7,0,0,124.9559978,5,18.48129353
0,20900,152994,117934,4,0,0,98.50936023,34,32.31318716
0,20900,58299,78684,3,0,0,98.66282045,16,38.97200388
0,21000,81848,109860,11.2,0,0,173.7861616,24,40.05752741
0,21000,53572,80048,9,2,0,69.90656984,27,34.9310865
0,21000,94063,139868,11.2,0,0,207.2100355,21,30.24782255
0,21000,69097,105200,11.2,1,0,237.8201289,13,40.30577357
0,21000,63405,86804,5,0.2,0.5,156.8727507,15,37.43378459
0,21000,133430,189263,22,0,0,229.986998,23,40.56412158
1,21000,113954,136249,2,0,0,97.54425218,14,33.62088344
1,21000,48735,71694,8,0,0,48.49897084,10,32.92140064
1,21000,74074.7,55000,7,0.2,0.5,179.2,21.3,38.78443306
0,21000,86545,118000,9.9,0,0,121.7666667,24,37.33086682
0,21000,64100,85100,3.5,0,0,97.63333333,30,42.63770297
0,21000,90267,134000,7,0,0,160.9,32,31.57333024
0,21000,42000,67000,7,0,0,66.63333333,19,40.07058845
1,21000,110000,138000,16,8,2,154.2,30,36.18493762
1,21000,69231,95000,8,0,7,116.7,22,34.24759629
1,21000,96000,125000,0.3,1,0.5,116.9,19,36.06847966
0,21000,67657,100606,5,0,0,225.2852704,12,31.04430422
0,21000,90425,97741,1,0,0,123.9728061,20,33.56414529
0,21000,106011,173778,7,0,0,223.7696106,24,40.56475036
0,21000,94019,134565,11.2,0,0,196.1979075,21,26.86773396
0,21000,74074.7,91455,7,0,0,174.4289688,15,38.59337641
0,21000,65205,86313,4,0,0,99.36947035,15,40.14317075
0,21100,16110,54436,24,0,2,207.2079516,25,28.09337559
0,21100,48624,83448,11.2,0.2,0.5,179.2,21.3,39.67140831
0,21100,55863,81406,10,1,0,74.57642698,27,36.76027571
0,21100,81389,123842,9,0,0,285.0469162,17,37.13906786
1,21100,72000,98000,6,0,2,79.16666667,29,39.54835089
0,21100,61427,83722,19,0,0,220.5535336,21,32.72762776
0,21100,63955,95621,19,0,0,626.2970937,24,20.01032357
0,21100,91479,127110,25,0,0,279.4682368,16,33.07852222
0,21100,143487,180122,7,0,0,324.1633286,16,43.25118252
0,21100,74074.7,26450,6,1,0,112.5782431,19,19.84290249
0,21200,130373,204384,13,0,0,197.0444606,21,35.20443453
0,21200,85092,139345,9,0,1,87.64505947,14,42.13884767
0,21200,23088,56535,27,0,1,216.1560174,24,27.39523388
0,21200,109747,174666,7,0,0,211.8072267,24,40.39483989
0,21200,44097,64703,12,0,2,123.8939486,21,40.13923179
1,21200,69212,106273,12,0,1,97.2311228,22,18.11489583
0,21200,67272,107667,5,0,0,224.1204408,12,30.51053209
0,21200,62067,104579,13,0,0,143.3645296,14,36.1076674
1,21200,70000,101250,1,1,0,43.6,49,34.92344289
0,21200,48273,71102,7,0,0,73.30309745,19,34.65925993
0,21200,70400,96999,14,0,0,135.2645371,13,38.82316963
0,21200,55203,90639,17,0,0,196.9337486,21,32.91387412
0,21200,63093,101789,18,0,0,623.4562088,24,19.41458795
0,21200,91759,95165,2,0,0,106.8357327,19,34.21668917
0,21200,113648,145650,11,0,1,231.0192443,24,41.55930367
0,21300,133942,282972,3,0,0,197.1481905,15,30.54540067
0,21300,58209,84200,18,0,0,212.9322977,22,33.03314641
0,21300,63263,94180,1,0,0,138.3484553,22,35.5492951
0,21300,104000,155250,16,0,0,185.7,26,34.38627338
0,21300,56729,114643,14,0,3,276.170167,36,25.83088323
0,21300,107012,159949,15,0,0,166.0829828,26,33.35538267
0,21300,145324,179995,5,0.2,0.5,199.4767352,42,39.83964014
0,21300,185874,235968,3,0,0,291.8195388,26,36.99364995
0,21300,28463,47537,1,0.2,0.5,317.3006251,24,37.17163855
0,21300,99613,147991,11.2,0.2,0.5,179.2,21.3,38.49756059
0,21300,67282,86861,4,0.2,0.5,173.7925073,15,37.36452883
0,21300,101524,141859,10,0,0,162.3221192,23,31.98763633
0,21300,183386,230443,1,0,0,288.3736976,26,39.33487902
0,21300,72450,88622,3,0,0,117.2101261,29,32.66110554
0,21300,94642,125062,24,0,0,278.691315,17,32.98853181
0,21300,74081,102810,9,0,0,200.9111493,12,31.15558593
0,21300,98507,125539,0,0,1,311.3257037,19,42.22721497
0,21300,68544,89908,3,0,0,101.7740201,30,32.82545058
0,21300,143676,181960,8,0,0,313.1874651,17,43.64534866
0,21300,66573,100519,7,0.2,0,98.89218205,18,34.96414103
1,21300,103989,143796,9,2,0,135.2328361,20,44.38257789
0,21400,88147,115000,3,0,0,213.2333333,27,33.21528024
0,21400,77794,105330,11.2,0,0,187.3708537,24,38.18834501
0,21400,134041,163103,6,1,0,172.0310693,38,19.63706875
0,21400,85609,108469,24,0.2,1,306.1836619,43,39.91928991
1,21400,166244,212505,4,2,7,183.5480397,24,38.14905923
1,21400,104657,147364,7,2,0,149.2544801,20,46.30507215
0,21400,75563,96159,11.2,1,0,248.6464954,13,42.17658506
0,21400,53071,104997,1,0,4,173.5751047,47,37.82317309
0,21400,90912,121714,3,0,0,221.515426,26,34.88554143
0,21400,49459,69461,25,0,0,314.6389579,32,35.98208365
0,21400,64378,99343,18,0,0,627.7023895,23,20.68871482
0,21400,92241,133791,11,0,0,81.44638031,15,41.39546183
0,21400,7259,24770,11.2,0,0,62.26356587,18,41.57670052
0,21400,41671,103427,6,0,0,122.1533442,15,31.61467953
0,21400,70112,94849,4,0,0,109.780321,29,35.63050485
0,21400,143151,185014,7,0,0,314.9842869,17,43.10300163
0,21400,128095,167824,6,0,0,180.4173542,38,17.49570049
1,21400,95147,132304,7,1,5,206.1276648,18,36.23566539
0,21500,100727,146904,11,0,0,153.2238882,23,34.96596275
1,21500,84048,115705,10,0.2,1,122.2897915,30,49.37972914
0,21500,107799,160526,16,0,0,195.48568,25,32.37876814
0,21500,141688,184241,8,0,0,311.4261279,16,44.59015523
0,21500,25984,47386,1,0.2,0.5,305.8497165,25,36.60061306
0,21500,135899,186976,18,0,0,227.3474864,24,42.66067749
0,21500,96993,143240,20,0,0,173.3416649,25,39.85872689
0,21500,125451,200594,13,0,0,205.2783646,22,36.89339399
0,21500,90000,111500,24,0,0,243.5,27,30.13042284
0,21500,71636,96678,13,0,0,135.9405415,13,37.87247372
0,21500,47451,78645,11.2,0.2,0.5,179.2,21.3,38.46833167
0,21500,90321,103778,2,0,0,128.6427857,20,34.28267592
0,21500,35300,78810,25,0,0,261.8666667,7,36.03518078
0,21500,10193,75649,11.2,0,0,247.8139714,22,39.14851242
0,21500,67377,86502,5,0.2,0.5,158.6407067,15,37.75484259
0,21500,58646,90807,17,0,0,196.8087927,22,31.69796036
0,21600,30022,51337,0,0.2,0.5,312.1997839,25,35.37968123
0,21600,45421,75632,2,0,1,230.2422347,11,33.45738088
0,21600,105654,155460,16,0,0,193.0488032,25,33.60060846
0,21600,77139,185494,11,0,0,358.4284243,17,33.16743122
0,21600,36777,68300,11,0,2,121.4942487,22,41.13829939
0,21600,105759,139002,11,0,2,213.0345218,24,40.9030584
0,21600,61797,109007,14,0,2,267.8877899,35,26.09217153
0,21600,74074.7,65935,8,0,0,111.0680978,5,19.42908427
0,21600,70832,96503,13,0,0,136.3971417,14,37.58053042
0,21600,41105,65411,25,0,0,303.2340527,32,35.24732771
0,21600,66711,105267,13,0,0,145.9353838,14,37.11491559
0,21600,59219,98111,18,0,0,626.7713928,23,21.24168423
0,21600,108923,142716,9,0,0,162.446914,23,33.41977874
0,21600,74074.7,54212,11.2,0,1,303.4333333,19,38.78443306
1,21600,154991,102269,11.2,2,4,165.60083,43,38.01491727
0,21600,43449,68744,11,0,1,121.950991,22,40.91647738
0,21600,93937,147792,23,0,0,156.6673122,25,40.19063608
0,21600,94477,135936,11.2,0,0,205.0168354,20,26.80094617
0,21700,58363,78411,5,0,0,104.1747704,16,38.18843548
0,21700,56822,78399,10,1,0,70.69107272,28,36.61054006
0,21700,70252,186320,11,0,0,356.886499,16,30.18400134
0,21700,8606,75530,11.2,0,0,257.1207218,21,38.73921891
0,21700,79240,96784,5,0,0,64.50842359,24,38.07896313
0,21700,45640,67023,25,0,0,293.7620767,32,34.28537258
0,21700,24771,48361,0,0.2,0.5,309.0284455,24,33.8772643
1,21700,92382,168708,13,2,5,249.2427629,24,29.3690264
0,21700,69000,98000,2,0.2,0.5,232.0666667,24,38.2940784
0,21700,93025,140438,5,0,0,166.1776578,32,32.77507936
0,21700,93868,147228,22,0,0,153.6845963,25,39.53395424
0,21700,47024,71628,10,0,0,177.6020656,41,37.12536175
0,21700,45697,68144,5,0,0,166.8710357,27,36.40831543
0,21700,20627,52040,26,0,2,199.9854317,25,27.11768955
0,21700,91637,126105,10,0,0,131.875354,23,30.96129202
0,21700,59947,94103,0,0,0,154.5525474,21,34.7717086
0,21700,88313,139567,11,0,0,89.83955821,14,39.09887429
0,21700,128841,172954,4,0,0,165.3102818,37,20.3428108
0,21700,72180,93427,2,0,0,115.5294894,29,33.45667038
0,21700,188525,234269,0,0,0,301.5210741,26,37.33952006
1,21700,24984,92297,26,0,6,238.3696373,20,16.39716087
0,21700,187311,230513,2,0,0,270.47904,27,38.99923204
1,21800,21000,45000,20,0,0,256.7,19,33.82415212
0,21800,32335,49621,3,1,0.5,115.1302076,10,26.92602147
0,21800,48139,80114,13,0,0,111.9986308,9,4.142703972
0,21800,90065,122335,3,0,0,212.6954676,26,34.84691939
0,21800,80092,98561,5,0,0,73.31793013,24,37.13828397
0,21800,74074.7,25566,8,0,0,114.5417511,19,21.82563105
0,21800,82817,114732,11.2,0,0,190.0874448,24,40.74821176
0,21800,67305,99006,11.2,2,1,245.0877745,14,41.56766275
0,21800,74074.7,60392,11.2,0,1,300.8414288,18,39.41913658
0,21800,48162,70361,2,0,0,227.9862791,12,36.0618164
1,21800,99753,128000,15,1,2,286.1,26,40.51019193
0,21800,107271,161219,15,0,0,187.2974769,26,31.55694874
0,21800,96709,123613,3,0,0,218.7303331,27,35.87449455
0,21800,133812,166893,6,0,0,169.7671445,37,20.05952718
0,21800,41582,71574,25,0,0,308.7370531,32,34.36936756
0,21800,74074.7,59736,11.2,0,0,304.7369303,18,36.71311371
1,21800,76324,102287,6,0,1,61.64132538,29,41.03238603
0,21900,53598,74780,10,0,1,191.5519093,42,40.49010197
0,21900,74074.7,80239,5,0,0,402.0868105,23,21.98994578
0,21900,63967,102113,10,0.2,0,107.4498947,19,36.1837344
0,21900,91327,139106,11.2,0,0,201.6855482,21,30.01955513
0,21900,91767,141897,11.2,0,0,207.6532895,21,28.21673943
0,21900,104379,144850,11.2,0.2,0.5,179.2,21.3,38.01073398
1,21900,52735,75372,5,0,1,217.0209402,23,34.01591498
0,21900,66859,104878,7,0.2,1,116.5339256,18,38.88482695
0,21900,10421,24808,11.2,0,0,61.28669845,19,40.01662162
1,21900,108000,144940,13,0,0,260.7666667,22,36.89486809
0,21900,61468,87450,5,0.2,0.5,166.6108166,16,38.2012104
0,21900,53458,77455,10,0,0,192.8877492,42,40.95631078
0,21900,61423,103075,7,0.2,1,125.5230236,17,37.00676675
0,21900,70152,188365,9,0,0,367.5414905,17,32.69251534
0,21900,61838,92091,5,0.2,0.5,171.5767001,16,37.80040089
0,21900,94320,140698,11.2,0,0,208.2417578,20,29.18897974
0,21900,105787,142466,8,0,0,145.3771766,22,32.33389935
0,22000,142072,181484,6,0.2,0.5,162.5386403,42,41.27082013
0,22000,36738,100040,6,0,0,138.9424576,14,30.78315421
0,22000,71664,98015,9,0,0,191.3136088,19,34.92102106
0,22000,48041,88433,12,0,0,96.33643462,10,5.226673619
0,22000,74074.7,72304,9,0,0,120.5320184,4,20.17621345
0,22000,54010,97800,1,0,0,192.7333333,26,34.79442364
0,22000,48000,80990,6,0,0,262.7333333,26,26.77214529
0,22000,71858,99000,18,0,0,201.8666667,13,37.52437545
1,22000,82000,12500,3,0,0,117.7666667,23,20.55256994
1,22000,74200,109800,1,1,0,317.5333333,42,32.41826537
1,22000,96127,122000,24,0,2,301.3,36,32.90093442
1,22000,92000,102269,4,0.2,12,218,39,33.04202192
0,22000,81668,123978,8,0,0,285.1417502,16,37.41710801
0,22000,76367,103928,20,0,0,202.578152,13,38.71719491
0,22000,88898,121357,12,0,0,115.8322132,24,31.10896086
0,22000,143355,183799,6,0.2,0.5,174.8462897,43,42.22116463
0,22000,70139,95042,2,0,0,97.90858291,29,32.52452824
0,22000,188982,231933,2,0,0,294.9601692,26,36.43459137
0,22000,61042,96622,17,0,0,638.2753611,23,21.45734981
0,22100,69697,102155,13,0,0,164.7849474,28,36.27847391
0,22100,92724,126348,11,0,0,122.2657812,24,30.84350527
0,22100,84114,97775,8,0.2,0.5,179.2,21.3,34.038978
0,22100,95351,117905,25,0,0,233.7484518,27,41.52372299
0,22100,60396,101741,8,0.2,0,97.02322633,17,35.68152132
0,22100,24000,49000,14.4,0,0,109.5666667,25,34.15345536
0,22100,73053,105750,9,0,1,293.2333333,29,32.62326341
1,22100,57000,83000,7,0,0,179.2,0,34.65735856
0,22100,86148,141472,11,0,0,89.16146609,14,40.67729771
0,22100,132417,170643,4,0,0,180.0368768,37,21.23609046
0,22100,74074.7,65192,9,0,0,128.1567931,4,18.8829556
0,22100,33435,52340,4,1,0.5,134.0000742,10,24.02393073
0,22100,45993,67208,8,0,1,60.45700477,18,34.78092033
0,22100,36084,84734,25,0,0,257.8457289,6,24.52600298
0,22200,138584,180415,5,0.2,0.5,195.6328077,43,41.20539901
0,22200,45148,85341,24,0,0,275.601041,7,23.46160875
0,22200,125703,162648,3,0.2,0,374.2114868,51,37.58435894
